family,n_train,oracle_auc,gate_auc,cv_auc,k4_auc,vt_auc,oracle_method,gate_method,cv_method
bump,500,0.968582960565068,0.91325274938472,0.967243894950853,0.96648485775803,0.91325274938472,5,6,1.0
s_shaped,1000,0.964273677114931,0.960203684645842,0.960203684645842,0.960203684645842,0.739389466125401,3,4,4.0
enclave,500,0.853346073864454,0.853346073864454,0.853346073864454,0.774697284776392,0.853346073864454,6,6,6.0
radial,1000,0.776009163235484,0.764151807459648,0.632731610040008,0.776009163235484,0.632731610040008,4,5,6.0
random,500,0.888034550679044,0.888034550679044,0.76002180114732,0.846135758136048,0.888034550679044,6,6,1.0
s_shaped,500,0.8890681272509,0.887044317727091,0.8890681272509,0.8890681272509,0.712485994397759,4,1,4.0
additive,200,0.624332497329989,0.531716126864507,0.590339361357445,0.590339361357445,0.531716126864507,1,6,4.0
linear,200,0.733739459325397,0.674187147977471,0.733739459325397,0.733739459325397,0.674187147977471,4,6,4.0
radial,200,0.663910725520713,0.555410444054439,0.585674360078148,0.663910725520713,0.555410444054439,4,6,1.0
cross,1000,0.962257973323739,0.951462054431909,0.662689727840456,0.936851789982267,0.662689727840456,2,5,6.0
radial,300,0.656567407556358,0.656567407556358,0.656567407556358,0.60205694831107,0.656567407556358,6,6,6.0
s_shaped,300,0.584391342795066,0.572086355979337,0.57709447861107,0.57709447861107,0.572086355979337,1,6,2.0
bump,500,0.81212830320758,0.811924298107453,0.81212830320758,0.811924298107453,0.775086377159429,5,1,5.0
cross,300,0.541878436393764,0.541878436393764,0.479676131656248,0.479676131656248,0.541878436393764,6,6,5.0
s_shaped,300,0.528007169835478,0.36370010722745,0.36370010722745,0.528007169835478,0.36370010722745,2,6,6.0
radial,200,0.770273199377894,0.770273199377894,0.770273199377894,0.759852808416311,0.770273199377894,6,6,6.0
random,1000,0.676880425347222,0.548239474826389,0.659594184027778,0.659594184027778,0.587457682291667,2,5,4.0
additive,200,0.806311745005382,0.728217942613407,0.793837703415907,0.733194054873779,0.728217942613407,1,6,2.0
random,500,0.805306266097167,0.805306266097167,0.805306266097167,0.634772280078706,0.805306266097167,6,6,6.0
s_shaped,500,0.974734634621715,0.949324692762471,0.845989028195916,0.845989028195916,0.665904263355315,3,1,4.0
enclave,500,0.854390096618358,0.634874194847021,0.854390096618358,0.854390096618358,0.634874194847021,4,6,4.0
additive,200,0.703120952797177,0.670153282415876,0.670153282415876,0.637368626858776,0.670153282415876,3,6,6.0
bump,500,0.919829613866099,0.853119212291642,0.853119212291642,0.909683248596949,0.743735774487882,3,5,5.0
additive,200,0.681806908910543,0.681806908910543,0.595448027168435,0.58863391814269,0.681806908910543,6,6,1.0
cross,300,0.909410754470549,0.69568206863209,0.907741804465859,0.908259807787265,0.69568206863209,1,6,3.0
s_shaped,500,0.915185146644467,0.873653724545338,0.799856717469262,0.851412913838371,0.799856717469262,3,5,6.0
cross,1000,0.931762630978317,0.638475982985787,0.90742037555763,0.910593422554207,0.638475982985787,5,6,3.0
enclave,1000,0.988943309294872,0.988943309294872,0.988943309294872,0.857572616185897,0.988943309294872,6,6,6.0
enclave,500,0.806916282273048,0.695547240374143,0.806916282273048,0.721956783746556,0.695547240374143,1,6,1.0
enclave,500,0.961383953603871,0.961383953603871,0.961383953603871,0.764708061647896,0.961383953603871,6,6,6.0
additive,500,0.748798980783693,0.748798980783693,0.748798980783693,0.676049316789069,0.748798980783693,6,6,6.0
random,500,0.830917153720881,0.683518653688026,0.683518653688026,0.830917153720881,0.683518653688026,2,6,6.0
radial,300,0.84267161122145,0.770875356876862,0.835219867179742,0.802351314237835,0.770875356876862,1,6,2.0
random,300,0.584335430194805,0.584335430194805,0.584335430194805,0.523693689123377,0.584335430194805,6,6,6.0
linear,200,0.880452554379114,0.880452554379114,0.880452554379114,0.74787414582864,0.880452554379114,6,6,6.0
radial,300,0.777711087070914,0.777711087070914,0.777711087070914,,0.777711087070914,6,6,6.0
radial,1000,0.692281141038542,0.63061724350424,0.63061724350424,0.63061724350424,0.692281141038542,6,4,4.0
s_shaped,200,0.719443986099653,0.719443986099653,0.552315307882697,0.552315307882697,0.719443986099653,6,6,2.0
enclave,500,0.84059070049892,0.84059070049892,0.84059070049892,,0.84059070049892,6,6,6.0
cross,200,0.645763434389027,0.536788786077886,0.59717846485619,0.59717846485619,0.536788786077886,5,6,4.0
radial,1000,0.799905854663136,0.799905854663136,0.799905854663136,0.653596155732078,0.799905854663136,6,6,6.0
bump,1000,0.894544023222711,0.894544023222711,0.852571393132615,0.863513555417516,0.852571393132615,5,5,6.0
s_shaped,300,0.60653165058808,0.598703100784507,0.504473671564328,0.504473671564328,0.598703100784507,5,6,4.0
additive,500,0.895503312211982,0.892878644233231,0.895503312211982,0.895503312211982,0.750876056067588,4,5,4.0
enclave,500,0.824760217852323,0.571738842298053,0.571738842298053,0.824760217852323,0.571738842298053,4,6,6.0
radial,500,0.834761463640574,0.834761463640574,0.834761463640574,0.679470902534242,0.834761463640574,6,6,6.0
s_shaped,200,0.59627964983763,0.46979784553931,0.502671823290618,0.59627964983763,0.46979784553931,4,6,5.0
enclave,1000,0.880292700791616,0.880292700791616,0.880292700791616,0.659237299731567,0.880292700791616,6,6,6.0
bump,200,0.858457030311764,0.858457030311764,0.858457030311764,0.766706597972811,0.858457030311764,6,6,6.0
bump,500,0.73615750167006,0.723453044309595,0.666044977619194,0.666044977619194,0.73615750167006,6,5,4.0
linear,1000,0.938015675637205,0.921257940314696,0.938015675637205,0.938015675637205,0.868074246265283,4,5,4.0
linear,200,0.792825541719502,0.748472945026021,0.705800408814717,0.729243252757099,0.748472945026021,5,6,3.0
cross,500,0.536723146331611,0.536723146331611,0.536723146331611,0.476013963401342,0.486858430987263,5,5,5.0
additive,1000,0.892957795779578,0.892957795779578,0.784150415041504,0.878257325732573,0.715055505550555,5,5,2.0
random,300,0.819648620619939,0.704824157586918,0.678504884955907,0.755369669783671,0.704824157586918,3,6,1.0
additive,200,0.668564154296969,0.668564154296969,0.629653648460393,0.614856547533266,0.668564154296969,6,6,3.0
radial,300,0.630379746835443,0.630379746835443,0.524642745057014,0.524642745057014,0.630379746835443,6,6,5.0
radial,300,0.558165745596224,0.558165745596224,0.509109180688713,0.509109180688713,0.558165745596224,6,6,4.0
bump,200,0.761474853273679,0.73185058665528,,,0.73185058665528,1,6,2.0
enclave,1000,0.708798675230831,0.708798675230831,0.708798675230831,0.614055600160578,0.708798675230831,6,6,6.0
radial,1000,0.805501649143373,0.753458172727144,0.805501649143373,0.805501649143373,0.753458172727144,2,6,4.0
bump,200,0.72692132104713,0.694756138095639,0.558609752874323,0.69893496882396,0.694756138095639,3,6,5.0
radial,1000,0.710404820610879,0.694759041341087,0.694759041341087,0.698654312024211,0.708518736836052,1,5,5.0
bump,1000,0.884152384152384,0.880951880951881,0.880951880951881,0.884152384152384,0.669434669434669,4,5,5.0
linear,500,0.922768804919244,0.705171346542119,0.840442063978576,0.786255076295687,0.705171346542119,5,6,3.0
linear,300,0.631112364596116,0.575498635334876,0.575498635334876,0.625686708091679,0.575498635334876,3,6,6.0
linear,1000,0.962423434859984,0.91897875132923,0.931008594102471,0.952295278595573,0.869264804594459,5,2,1.0
enclave,500,0.867125318456228,0.867125318456228,0.867125318456228,0.817268617382175,0.867125318456228,6,6,6.0
random,500,0.779728408760667,0.779728408760667,0.779728408760667,0.629867770996803,0.779728408760667,6,6,6.0
random,200,0.805588433853249,0.776676824495021,0.776676824495021,0.801296093807733,0.776676824495021,2,6,6.0
linear,500,0.821254342504984,0.804127892961066,0.575750391863249,0.816705527897562,0.697135472151452,3,5,2.0
radial,300,0.631950560742176,0.631950560742176,0.631950560742176,0.46675180553109,0.631950560742176,6,6,6.0
enclave,500,0.94627026291786,0.78123649805572,0.78123649805572,0.89115982701509,0.78123649805572,5,6,6.0
enclave,500,0.889923374127185,0.889923374127185,0.889923374127185,0.687249532837972,0.889923374127185,6,6,6.0
enclave,500,0.923758056265985,0.882748849104859,0.882748849104859,0.916897186700767,0.882748849104859,3,6,6.0
additive,300,0.584007659707298,0.541404039555145,0.559409254078974,0.570392570003882,0.541404039555145,5,6,1.0
cross,300,0.810424850649264,0.587118954283234,0.712150373594851,0.810424850649264,0.587118954283234,4,6,2.0
cross,1000,0.964545228362422,0.878847701029154,0.96073298733671,0.958457734001144,0.878847701029154,2,6,5.0
s_shaped,1000,0.985147325437401,0.985147325437401,0.983835897292151,0.983835897292151,0.914178540430529,5,5,4.0
s_shaped,300,0.763571263571264,0.682278682278682,0.682278682278682,0.715459715459715,0.682278682278682,5,6,6.0
bump,1000,0.906571978695206,0.888643444775074,0.85310794928859,0.89360256057613,0.713798604686054,2,5,3.0
random,300,0.858635053967172,0.858635053967172,0.858635053967172,0.763649889271397,0.858635053967172,6,6,6.0
enclave,500,0.830050278497066,0.830050278497066,0.830050278497066,0.683653037363314,0.830050278497066,6,6,6.0
random,1000,0.875885013232319,0.853013853163441,0.875885013232319,0.828857139322312,0.715826257913804,2,3,2.0
bump,1000,0.963552809009011,0.963552809009011,0.88120212911861,0.88120212911861,0.68839666396706,5,5,4.0
cross,200,0.844121594386119,0.613817814544055,0.613817814544055,0.844121594386119,0.613817814544055,4,6,6.0
enclave,200,0.541709375942116,0.541709375942116,0.541709375942116,0.518477539945734,0.541709375942116,6,6,6.0
s_shaped,200,0.653800372895461,0.653800372895461,0.653800372895461,0.594709245566865,0.653800372895461,6,6,6.0
bump,500,0.876130903272582,0.876130903272582,0.876130903272582,0.71158428960724,0.836439910997775,5,5,5.0
random,1000,0.874985660204199,0.859051491551205,0.859051491551205,0.873616475256948,0.859051491551205,5,6,6.0
random,200,0.638681402439024,0.481253387533875,0.580931571815718,0.580931571815718,0.481253387533875,5,6,2.0
enclave,1000,0.703986022867852,0.703986022867852,,,0.703986022867852,6,6,5.0
random,500,0.972665171057181,0.972665171057181,0.972665171057181,0.817551625024289,0.972665171057181,6,6,6.0
bump,200,0.556433037183284,0.556433037183284,0.556433037183284,0.500485081978854,0.556433037183284,6,6,6.0
additive,300,0.885720171522744,0.816898070369126,0.816898070369126,0.822525660410567,0.819032104513672,1,5,5.0
cross,500,0.88727727594894,0.88727727594894,0.766739600724609,0.883321451974106,0.766739600724609,5,5,6.0
additive,300,0.674935796350529,0.674935796350529,0.60225776576306,0.608763234962829,0.674935796350529,6,6,5.0
enclave,500,0.852300060358004,0.838404706923353,0.838404706923353,0.852300060358004,0.838404706923353,2,6,6.0
random,1000,0.8613888,0.765490036363636,0.772348509090909,0.818696145454545,0.8613888,6,5,3.0
bump,200,0.882586466165414,0.744314786967419,0.856936842105263,0.882586466165414,0.744314786967419,4,6,2.0
cross,500,0.570208695652174,0.570208695652174,0.533611764705882,0.533611764705882,0.570208695652174,6,6,4.0
random,300,0.649427887709138,0.649427887709138,0.629150076415701,0.590297468227156,0.629150076415701,5,5,6.0
cross,1000,0.955084909130259,0.955084909130259,0.885532037689034,0.903089228207406,0.754984619496636,3,3,2.0
cross,500,0.722040523578985,0.565214272906581,0.722040523578985,0.719793027485335,0.565214272906581,1,6,1.0
additive,500,0.69202015090173,0.64022619257173,0.602191215535037,0.602191215535037,0.64022619257173,5,6,4.0
enclave,500,0.737232109839374,0.737232109839374,0.737232109839374,0.596316519737896,0.737232109839374,6,6,6.0
bump,200,0.754725115558396,0.659707655512443,0.659707655512443,0.706940305748361,0.659707655512443,3,6,6.0
s_shaped,300,0.937556444329764,0.862198325997446,0.735847537552044,0.935661715067523,0.862198325997446,5,6,1.0
cross,500,0.970548788273449,0.969008401644577,0.969008401644577,0.967769350596287,0.694074925304528,1,5,5.0
radial,300,0.611331814891325,0.611331814891325,0.611331814891325,0.565179711731436,0.611331814891325,6,6,6.0
s_shaped,500,0.966536328999081,0.966536328999081,0.966536328999081,0.966536328999081,0.726996101873441,2,5,2.0
cross,300,0.880531786993891,0.759532994026918,0.824501457155103,0.779574398483269,0.759532994026918,2,6,3.0
additive,500,0.552655884981107,0.552655884981107,0.528123109164566,0.516186052196074,0.552655884981107,6,6,3.0
radial,1000,0.710704145106757,0.71032198207959,0.71032198207959,0.710704145106757,0.71032198207959,4,6,6.0
cross,500,0.577305489828062,0.55457842780752,0.55457842780752,0.577305489828062,0.55457842780752,4,6,6.0
s_shaped,200,0.653183318331833,0.653183318331833,0.653183318331833,0.564587458745875,0.653183318331833,6,6,6.0
additive,300,0.701747879712404,0.697725514219165,0.697725514219165,0.630015444842494,0.697725514219165,2,6,6.0
bump,300,0.655291437121676,0.481774427787846,0.481774427787846,0.655291437121676,0.481774427787846,4,6,6.0
s_shaped,300,0.525476547654765,0.479514951495149,0.479514951495149,,0.479514951495149,1,6,6.0
linear,300,0.897300897300897,0.897300897300897,0.728899228899229,0.807821807821808,0.897300897300897,6,6,5.0
bump,500,0.912968651874608,0.750775003100012,0.912968651874608,0.912968651874608,0.750775003100012,2,6,5.0
cross,1000,0.964045398129844,0.782125658738702,0.873613874128673,0.873613874128673,0.782125658738702,1,6,4.0
enclave,1000,0.863202969117375,0.863202969117375,0.863202969117375,0.744188222732893,0.863202969117375,6,6,6.0
random,300,0.843336242595309,0.804065848359362,0.804065848359362,0.822400001856976,0.804065848359362,3,6,6.0
bump,500,0.950620173882772,,0.950620173882772,,0.799836741063524,1,5,1.0
additive,500,0.804250388099353,0.673219344152103,0.74294219320146,0.804250388099353,0.673219344152103,4,6,5.0
linear,200,0.760138220955441,0.760138220955441,0.760138220955441,0.713696740262456,0.760138220955441,6,6,6.0
cross,500,0.703083731666651,0.602185465636496,0.602185465636496,0.670040814397733,0.602185465636496,5,6,6.0
additive,500,0.761966696669667,0.68987298729873,0.68987298729873,0.761966696669667,0.68987298729873,4,6,6.0
bump,500,0.886163779266121,0.878803183057828,0.878803183057828,0.860252680467118,0.599141530463968,3,5,5.0
enclave,500,0.790073973770656,0.790073973770656,0.790073973770656,0.585754908598511,0.790073973770656,6,6,6.0
s_shaped,500,0.878770393354019,0.86155039535582,0.878770393354019,0.878770393354019,0.769565609048143,4,5,4.0
bump,300,0.799474236382602,0.799474236382602,0.493908262899811,0.497464693227881,0.66759577908927,5,5,2.0
bump,300,0.857132421516945,0.857132421516945,0.790934671838163,0.790934671838163,0.857132421516945,6,6,2.0
bump,500,0.988481106213852,0.988481106213852,,,0.924610877916228,1,1,2.0
radial,200,0.683556613977495,0.683556613977495,0.683556613977495,,0.683556613977495,6,6,6.0
bump,1000,0.986552163804095,0.953045326133153,0.962952073801845,0.962952073801845,0.89219130478262,3,5,4.0
radial,500,0.679389897464049,0.679389897464049,0.571516911748484,0.571516911748484,0.679389897464049,6,6,4.0
linear,300,0.889658752640676,0.889658752640676,0.767933090871263,0.767933090871263,0.889658752640676,6,6,4.0
bump,500,0.946317120480493,0.92836864107943,0.92836864107943,0.946317120480493,0.720499100175163,4,5,5.0
additive,300,0.665782801130254,0.605340201545348,0.579506388937511,0.579506388937511,0.665782801130254,6,5,4.0
bump,200,0.762253153640756,0.762253153640756,0.542147086865308,0.580707091827496,0.762253153640756,6,6,3.0
additive,1000,0.918597281670046,0.918597281670046,0.918597281670046,0.867753498035093,0.918597281670046,6,6,6.0
linear,500,0.970632252901161,0.87296518607443,0.966031412565026,0.970632252901161,0.87296518607443,4,6,3.0
random,300,0.76892209110519,0.628116673011039,0.628116673011039,0.521486605443472,0.666482283339678,1,5,5.0
linear,200,0.652622096576864,0.417364668645381,0.417364668645381,0.652622096576864,0.417364668645381,4,6,6.0
random,1000,0.889842317150787,0.872002726591422,0.872002726591422,0.889842317150787,0.623332442044241,4,5,5.0
enclave,500,0.599648286044678,0.599648286044678,0.599648286044678,0.544446400633805,0.599648286044678,6,6,6.0
linear,1000,0.995158995158995,0.995158995158995,0.993929993929994,0.995158995158995,0.947724947724948,4,4,1.0
additive,1000,0.867964477798624,0.867964477798624,0.78901263289556,0.787814383989994,0.867964477798624,6,6,2.0
s_shaped,500,0.961420142014201,0.947258225822582,0.873693869386939,0.873693869386939,0.63987398739874,3,1,4.0
random,200,0.815565683142267,0.529214219815141,0.815565683142267,0.516997936990655,0.815565683142267,6,5,6.0
enclave,500,0.956467971556954,0.956467971556954,0.956467971556954,0.864809484217151,0.956467971556954,6,6,6.0
random,500,0.85890274658155,0.721398454168285,0.85890274658155,0.85890274658155,0.721398454168285,4,6,4.0
radial,200,0.584461289707105,0.584461289707105,0.498517489997061,0.544287984357396,0.584461289707105,6,6,5.0
radial,200,0.594135406465533,0.594135406465533,0.594135406465533,0.54614600080649,0.594135406465533,6,6,6.0
radial,500,0.836689067897913,0.802428945238848,0.802428945238848,0.766522619629558,0.802428945238848,5,6,6.0
linear,200,0.83113914545318,0.83113914545318,0.822080048058872,0.800898600785963,0.706235138044104,5,5,2.0
s_shaped,300,0.79296374967998,0.700843854006656,0.700843854006656,0.79296374967998,0.700843854006656,4,6,6.0
additive,500,0.836562656265627,0.826464146414641,0.826464146414641,0.836562656265627,0.757332733273327,4,5,5.0
linear,500,0.855538847117794,0.739644110275689,0.739644110275689,0.855538847117794,0.786931328320802,4,5,5.0
random,200,0.953225333333333,0.953225333333333,0.953225333333333,0.868213333333333,0.953225333333333,6,6,6.0
cross,500,0.86615788411064,0.490942862911367,0.490942862911367,0.846611865824464,0.490942862911367,1,6,6.0
radial,300,0.858791383701188,0.858791383701188,0.731742359932088,0.731742359932088,0.858791383701188,6,6,4.0
cross,500,0.567159621920136,0.539051777661591,0.493060094111496,0.507317740670544,0.539051777661591,1,6,5.0
linear,300,0.871754175417542,0.741643664366437,0.871754175417542,0.797624262426243,0.871754175417542,6,5,6.0
additive,300,0.933295428746878,0.827292102344384,0.847299523242312,0.933295428746878,0.827292102344384,4,6,3.0
enclave,500,0.711561711561712,0.711561711561712,0.586794586794587,0.534041034041034,0.711561711561712,6,6,3.0
radial,300,0.711814150165016,0.570191638304455,0.511609168729373,0.711814150165016,0.570191638304455,4,6,3.0
cross,1000,0.735324071656134,0.558635415871536,0.735324071656134,0.689587844651301,0.558635415871536,1,6,1.0
random,500,0.96170837227853,0.953233288578072,0.93102209448536,0.93102209448536,0.953233288578072,1,6,4.0
enclave,500,0.762320585360551,0.691886467110713,0.691886467110713,0.650202981763349,0.691886467110713,3,6,6.0
radial,200,0.752842246055532,0.752842246055532,0.752842246055532,0.644178452596207,0.752842246055532,6,6,6.0
bump,300,0.922565822901289,0.922565822901289,0.922565822901289,0.911501654324248,0.922565822901289,6,6,6.0
bump,500,0.680460152984212,0.499034220889837,0.499034220889837,0.508212373375906,0.582255271773543,3,5,5.0
linear,500,0.992112429011861,0.964183677653099,0.917119254073287,0.992112429011861,0.917119254073287,4,5,6.0
random,1000,0.859559381228723,0.643271656112748,0.643271656112748,0.859559381228723,0.643271656112748,4,6,6.0
linear,500,0.832606489398899,0.832606489398899,0.742356116459333,0.762627097503284,0.832606489398899,6,6,1.0
additive,300,0.814466632780482,0.814466632780482,0.6545895435771,0.735182965388063,0.813001288742316,5,5,1.0
radial,1000,0.898757156297542,0.898757156297542,0.898757156297542,0.787696923292497,0.898757156297542,6,6,6.0
additive,200,0.61989698969897,0.61989698969897,0.527309730973097,0.580561056105611,0.61989698969897,6,6,3.0
additive,500,0.740916804923441,0.740916804923441,0.646350671182888,0.688643243518932,0.646350671182888,1,1,6.0
enclave,300,0.738135698387536,0.678769655409841,0.738135698387536,0.571317412851676,0.738135698387536,6,5,6.0
enclave,200,0.740588170967473,0.740588170967473,0.51347227140981,0.525192349944971,0.740588170967473,6,6,1.0
additive,500,0.869061158674857,0.820122515406953,0.820122515406953,0.863492049202219,0.828693492419309,2,5,5.0
additive,1000,0.782331932773109,0.782331932773109,0.782331932773109,0.766572128851541,0.660170068027211,5,5,5.0
additive,300,0.722846308816226,0.452713716977202,0.452713716977202,0.554445561447636,0.452713716977202,5,6,6.0
enclave,500,0.952916365241488,0.952916365241488,0.952916365241488,0.86088410559486,0.952916365241488,6,6,6.0
bump,500,0.977464057699693,0.892195100486431,0.959970938140041,0.969434043778802,0.892195100486431,2,6,1.0
additive,500,0.658920884607384,0.658920884607384,0.658920884607384,0.530313865196588,0.658920884607384,6,6,6.0
random,500,0.912183071212763,0.838604510879703,0.838604510879703,0.717190471956499,0.912183071212763,6,5,5.0
cross,200,0.829535652527718,0.664203031227749,0.78353728003255,0.78353728003255,0.664203031227749,5,6,4.0
s_shaped,200,0.682990353729934,0.682990353729934,0.682990353729934,0.552295756221729,0.682990353729934,6,6,6.0
bump,300,0.6595616054449,0.620524472024822,0.6595616054449,0.630282254028626,0.6595616054449,6,5,6.0
linear,500,0.953945426215711,0.946074188083113,0.949961021584735,0.94596060528125,0.919338197546011,5,3,1.0
radial,300,0.830672,0.830672,0.830672,0.693062857142857,0.830672,6,6,6.0
random,200,0.649090157154673,0.649090157154673,0.506800474932629,0.543354278395902,0.649090157154673,6,6,5.0
bump,1000,0.954359856364017,0.891684200942298,0.891684200942298,0.954359856364017,0.87222240565259,4,5,5.0
random,200,0.963961574728901,0.952948584332117,0.963961574728901,0.961221897565696,0.952948584332117,1,6,1.0
bump,200,0.554175670268107,0.554175670268107,0.554175670268107,0.537105842336935,0.554175670268107,6,6,6.0
random,500,0.961951809658232,0.92545518701482,0.961951809658232,0.891682629297308,0.961951809658232,6,1,6.0
random,300,0.656448252125542,0.638350914401593,0.493488493237335,0.493488493237335,0.638350914401593,5,6,4.0
bump,200,0.709364535448948,0.709364535448948,0.709364535448948,0.600684234109886,0.529582798228453,5,5,5.0
random,200,0.865514421159448,0.629405063014215,0.815903243014922,0.865514421159448,0.629405063014215,4,6,1.0
